epsilon,is_neural,method,metric,n_sample,rank,scenario,scenario_label,value
1.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,3,nonresponse,nonresponse,0.0024555320001127257
1.0,0,mrp_rr_poststrat,mean_runtime_sec,500,4,nonresponse,nonresponse,0.0026319120001971896
1.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,5,nonresponse,nonresponse,0.0030989929996394494
1.0,1,neural_rr_mrp,mean_runtime_sec,500,6,nonresponse,nonresponse,0.012077451000095607
2.0,0,mrp_rr_poststrat,mean_overall_l1,500,1,nonresponse,nonresponse,0.08541956439316274
2.0,0,raw_reported_distribution,mean_overall_l1,500,2,nonresponse,nonresponse,0.08697733990147787
2.0,1,neural_rr_mrp,mean_overall_l1,500,3,nonresponse,nonresponse,0.11572205828872832
2.0,0,baseline_rr_debias,mean_overall_l1,500,4,nonresponse,nonresponse,0.12399930183230158
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,5,nonresponse,nonresponse,0.20198897880174138
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,6,nonresponse,nonresponse,0.2222819064191882
2.0,0,raw_reported_distribution,mean_weighted_region_l1,500,1,nonresponse,nonresponse,0.32749130262458437
2.0,1,neural_rr_mrp,mean_weighted_region_l1,500,2,nonresponse,nonresponse,0.38043737483410067
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,500,3,nonresponse,nonresponse,0.3849156380146742
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,4,nonresponse,nonresponse,0.41788739400300945
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,5,nonresponse,nonresponse,0.42560515661403475
2.0,0,baseline_rr_debias,mean_weighted_region_l1,500,6,nonresponse,nonresponse,0.4318149311923675
2.0,0,raw_reported_distribution,mean_weighted_age_l1,500,1,nonresponse,nonresponse,0.23315550911145955
2.0,1,neural_rr_mrp,mean_weighted_age_l1,500,2,nonresponse,nonresponse,0.26525925737109224
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,500,3,nonresponse,nonresponse,0.2780899138480425
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,4,nonresponse,nonresponse,0.3246345273783993
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,5,nonresponse,nonresponse,0.33715041030820536
2.0,0,baseline_rr_debias,mean_weighted_age_l1,500,6,nonresponse,nonresponse,0.3749179468434795
2.0,0,raw_reported_distribution,mean_runtime_sec,500,1,nonresponse,nonresponse,0.0003943370002161828
2.0,0,baseline_rr_debias,mean_runtime_sec,500,2,nonresponse,nonresponse,0.001187631999982841
2.0,0,mrp_rr_poststrat,mean_runtime_sec,500,3,nonresponse,nonresponse,0.0026138000002902118
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,4,nonresponse,nonresponse,0.0027344759996594803
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,5,nonresponse,nonresponse,0.0033606890001465217
2.0,1,neural_rr_mrp,mean_runtime_sec,500,6,nonresponse,nonresponse,0.013524760999644059
0.2,0,mrp_rr_poststrat,mean_overall_l1,1000,1,nonresponse,nonresponse,0.1311588279426098
0.2,1,neural_rr_mrp,mean_overall_l1,1000,2,nonresponse,nonresponse,0.15834288602601398
0.2,0,raw_reported_distribution,mean_overall_l1,1000,3,nonresponse,nonresponse,0.17872412177985955
0.2,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,4,nonresponse,nonresponse,0.2137289313393659
0.2,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,5,nonresponse,nonresponse,0.23138073716425275
0.2,0,baseline_rr_debias,mean_overall_l1,1000,6,nonresponse,nonresponse,1.124002992625111
0.2,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,1,nonresponse,nonresponse,0.382856766307354
0.2,0,raw_reported_distribution,mean_weighted_region_l1,1000,2,nonresponse,nonresponse,0.40102555120823835
0.2,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,nonresponse,nonresponse,0.40446066773149464
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,4,nonresponse,nonresponse,0.4222670595927582
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,nonresponse,nonresponse,0.42904405346184393
0.2,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,nonresponse,nonresponse,0.8879732540181011
0.2,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,nonresponse,nonresponse,0.2801208899583155
0.2,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,2,nonresponse,nonresponse,0.29278670663833617
0.2,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,nonresponse,nonresponse,0.30111359137254023
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,4,nonresponse,nonresponse,0.3314352441349452
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,nonresponse,nonresponse,0.3421173426664945
0.2,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,nonresponse,nonresponse,0.8971907939910946
0.2,0,raw_reported_distribution,mean_runtime_sec,1000,1,nonresponse,nonresponse,0.00039393999986714334
0.2,0,baseline_rr_debias,mean_runtime_sec,1000,2,nonresponse,nonresponse,0.0011359610002728004
0.2,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,nonresponse,nonresponse,0.0025798540000323555
0.2,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,4,nonresponse,nonresponse,0.003265714000008302
0.2,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,5,nonresponse,nonresponse,0.0041118640001513995
0.2,1,neural_rr_mrp,mean_runtime_sec,1000,6,nonresponse,nonresponse,0.014059288000225934
0.5,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,1,nonresponse,nonresponse,0.21461549641289238
0.5,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,2,nonresponse,nonresponse,0.2322638966124155
0.5,1,neural_rr_mrp,mean_overall_l1,1000,3,nonresponse,nonresponse,0.254908148046451
0.5,0,raw_reported_distribution,mean_overall_l1,1000,4,nonresponse,nonresponse,0.26303325526932086
0.5,0,mrp_rr_poststrat,mean_overall_l1,1000,5,nonresponse,nonresponse,0.33850010240376
0.5,0,baseline_rr_debias,mean_overall_l1,1000,6,nonresponse,nonresponse,0.6132087260095306
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,1,nonresponse,nonresponse,0.4228048335701319
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,2,nonresponse,nonresponse,0.4295407863909791
0.5,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,nonresponse,nonresponse,0.4409645504427527
0.5,0,raw_reported_distribution,mean_weighted_region_l1,1000,4,nonresponse,nonresponse,0.47169701864987396
0.5,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,5,nonresponse,nonresponse,0.5006630819171667
0.5,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,nonresponse,nonresponse,0.9428059083060978
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,1,nonresponse,nonresponse,0.33197250467642425
0.5,1,neural_rr_mrp,mean_weighted_age_l1,1000,2,nonresponse,nonresponse,0.3414397645378397
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,3,nonresponse,nonresponse,0.3427548680320425
0.5,0,raw_reported_distribution,mean_weighted_age_l1,1000,4,nonresponse,nonresponse,0.3617368341133509
0.5,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,5,nonresponse,nonresponse,0.4082740222722292
0.5,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,nonresponse,nonresponse,0.8794244355002083
0.5,0,raw_reported_distribution,mean_runtime_sec,1000,1,nonresponse,nonresponse,0.0005430320002233202
0.5,0,baseline_rr_debias,mean_runtime_sec,1000,2,nonresponse,nonresponse,0.0016162110000550456
0.5,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,nonresponse,nonresponse,0.003533641000103671
0.5,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,4,nonresponse,nonresponse,0.0038260970000010275
0.5,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,5,nonresponse,nonresponse,0.004952824000156397
0.5,1,neural_rr_mrp,mean_runtime_sec,1000,6,nonresponse,nonresponse,0.014487802000076044
1.0,0,mrp_rr_poststrat,mean_overall_l1,1000,1,nonresponse,nonresponse,0.10821766724288466
1.0,0,raw_reported_distribution,mean_overall_l1,1000,2,nonresponse,nonresponse,0.12661826697892276
1.0,1,neural_rr_mrp,mean_overall_l1,1000,3,nonresponse,nonresponse,0.20403270450729175
1.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,4,nonresponse,nonresponse,0.21165714368803162
1.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,5,nonresponse,nonresponse,0.2299219651474576
1.0,0,baseline_rr_debias,mean_overall_l1,1000,6,nonresponse,nonresponse,0.2903334441321631
1.0,0,raw_reported_distribution,mean_weighted_region_l1,1000,1,nonresponse,nonresponse,0.3256044740103614
1.0,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,2,nonresponse,nonresponse,0.38887520381510254
1.0,1,neural_rr_mrp,mean_weighted_region_l1,1000,3,nonresponse,nonresponse,0.4077186978524668
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,4,nonresponse,nonresponse,0.4212244215170155
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,nonresponse,nonresponse,0.42810064236362433
1.0,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,nonresponse,nonresponse,0.5590964736280057
1.0,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,1,nonresponse,nonresponse,0.28630423065125943
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,2,nonresponse,nonresponse,0.3299267859866396
1.0,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,nonresponse,nonresponse,0.33339877188029293
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,4,nonresponse,nonresponse,0.3411723783192848
1.0,0,raw_reported_distribution,mean_weighted_age_l1,1000,5,nonresponse,nonresponse,0.34344301798807053
1.0,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,nonresponse,nonresponse,0.6583077570817061
1.0,0,raw_reported_distribution,mean_runtime_sec,1000,1,nonresponse,nonresponse,0.00033273899998675915
1.0,0,baseline_rr_debias,mean_runtime_sec,1000,2,nonresponse,nonresponse,0.0012115099998482037
1.0,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,nonresponse,nonresponse,0.0030325379998430435
1.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,4,nonresponse,nonresponse,0.0032274740001412283
1.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,5,nonresponse,nonresponse,0.0036220560000401747
1.0,1,neural_rr_mrp,mean_runtime_sec,1000,6,nonresponse,nonresponse,0.0144387390000702
2.0,0,mrp_rr_poststrat,mean_overall_l1,1000,1,nonresponse,nonresponse,0.07573295156359676
2.0,0,baseline_rr_debias,mean_overall_l1,1000,2,nonresponse,nonresponse,0.07712307528809374
2.0,0,raw_reported_distribution,mean_overall_l1,1000,3,nonresponse,nonresponse,0.10052177985948478
2.0,1,neural_rr_mrp,mean_overall_l1,1000,4,nonresponse,nonresponse,0.12422327031087331
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,5,nonresponse,nonresponse,0.20676889395624232
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,6,nonresponse,nonresponse,0.2252914882663391
2.0,0,raw_reported_distribution,mean_weighted_region_l1,1000,1,nonresponse,nonresponse,0.23694401508956284
2.0,0,baseline_rr_debias,mean_weighted_region_l1,1000,2,nonresponse,nonresponse,0.26155221472192997
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,3,nonresponse,nonresponse,0.3683941508233547
2.0,1,neural_rr_mrp,mean_weighted_region_l1,1000,4,nonresponse,nonresponse,0.3725204194963942
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,5,nonresponse,nonresponse,0.4190971018359397
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,6,nonresponse,nonresponse,0.42616683803445726
2.0,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,nonresponse,nonresponse,0.19545520977151368
2.0,0,baseline_rr_debias,mean_weighted_age_l1,1000,2,nonresponse,nonresponse,0.20138187826812434
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,3,nonresponse,nonresponse,0.26398032774329183
2.0,1,neural_rr_mrp,mean_weighted_age_l1,1000,4,nonresponse,nonresponse,0.26605385582777047
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,5,nonresponse,nonresponse,0.3274124832733585
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,6,nonresponse,nonresponse,0.3387753829087618
2.0,0,raw_reported_distribution,mean_runtime_sec,1000,1,nonresponse,nonresponse,0.00034122400029446
2.0,0,baseline_rr_debias,mean_runtime_sec,1000,2,nonresponse,nonresponse,0.0010959710002680367
2.0,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,nonresponse,nonresponse,0.002431670999612834
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,4,nonresponse,nonresponse,0.0029693290002796857
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,5,nonresponse,nonresponse,0.0034438120001141215
2.0,1,neural_rr_mrp,mean_runtime_sec,1000,6,nonresponse,nonresponse,0.014042503999917244
0.2,0,mrp_rr_poststrat,mean_overall_l1,500,1,shy_fixed,shy_voter,0.18341325514614581
0.2,0,raw_reported_distribution,mean_overall_l1,500,2,shy_fixed,shy_voter,0.20959999999999998
0.2,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,3,shy_fixed,shy_voter,0.21388802967290424
0.2,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,4,shy_fixed,shy_voter,0.23168522363848448
0.2,1,neural_rr_mrp,mean_overall_l1,500,5,shy_fixed,shy_voter,0.395797614934521
0.2,0,baseline_rr_debias,mean_overall_l1,500,6,shy_fixed,shy_voter,0.8073754132220187
0.2,0,mrp_rr_poststrat,mean_weighted_region_l1,500,1,shy_fixed,shy_voter,0.41043743924796583
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,2,shy_fixed,shy_voter,0.4224822912960879
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,3,shy_fixed,shy_voter,0.4292241141069402
0.2,0,raw_reported_distribution,mean_weighted_region_l1,500,4,shy_fixed,shy_voter,0.4855917064485844
0.2,1,neural_rr_mrp,mean_weighted_region_l1,500,5,shy_fixed,shy_voter,0.5073388602902287
0.2,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_fixed,shy_voter,1.173980993342386
0.2,0,raw_reported_distribution,mean_weighted_age_l1,500,1,shy_fixed,shy_voter,0.31892391002047377
0.2,0,mrp_rr_poststrat,mean_weighted_age_l1,500,2,shy_fixed,shy_voter,0.32543134849369526
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,3,shy_fixed,shy_voter,0.3315987641287909
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,4,shy_fixed,shy_voter,0.34231550070362143
0.2,1,neural_rr_mrp,mean_weighted_age_l1,500,5,shy_fixed,shy_voter,0.43467183495490164
0.2,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_fixed,shy_voter,1.0496072588258136
0.2,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_fixed,shy_voter,0.0003360850000717619
0.2,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_fixed,shy_voter,0.0010233600000901788
0.2,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_fixed,shy_voter,0.0024433600001430023
0.2,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_fixed,shy_voter,0.0031000130002212245
0.2,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_fixed,shy_voter,0.011320053999952506
0.2,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_fixed,shy_voter,0.5687514930000361
0.5,0,raw_reported_distribution,mean_overall_l1,500,1,shy_fixed,shy_voter,0.19760000000000003
0.5,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,2,shy_fixed,shy_voter,0.21349419980055434
0.5,1,neural_rr_mrp,mean_overall_l1,500,3,shy_fixed,shy_voter,0.21800616409795617
0.5,0,mrp_rr_poststrat,mean_overall_l1,500,4,shy_fixed,shy_voter,0.23040008955895908
0.5,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,5,shy_fixed,shy_voter,0.23135969726230698
0.5,0,baseline_rr_debias,mean_overall_l1,500,6,shy_fixed,shy_voter,0.4058988165073597
0.5,0,mrp_rr_poststrat,mean_weighted_region_l1,500,1,shy_fixed,shy_voter,0.41589071259796623
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,2,shy_fixed,shy_voter,0.42241828301561946
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,3,shy_fixed,shy_voter,0.4290109538201113
0.5,0,raw_reported_distribution,mean_weighted_region_l1,500,4,shy_fixed,shy_voter,0.4337594221394579
0.5,1,neural_rr_mrp,mean_weighted_region_l1,500,5,shy_fixed,shy_voter,0.4405537736324454
0.5,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_fixed,shy_voter,0.9302352751148173
0.5,0,raw_reported_distribution,mean_weighted_age_l1,500,1,shy_fixed,shy_voter,0.28920310404993954
0.5,0,mrp_rr_poststrat,mean_weighted_age_l1,500,2,shy_fixed,shy_voter,0.318548138025403
0.5,1,neural_rr_mrp,mean_weighted_age_l1,500,3,shy_fixed,shy_voter,0.3284706421584449
0.5,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,4,shy_fixed,shy_voter,0.33146304074518346
0.5,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,5,shy_fixed,shy_voter,0.34204474623009495
0.5,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_fixed,shy_voter,0.9999026275154315
0.5,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_fixed,shy_voter,0.00031533099991065683
0.5,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_fixed,shy_voter,0.0010621930000525026
0.5,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_fixed,shy_voter,0.002329814999939117
0.5,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_fixed,shy_voter,0.004988467000202945
0.5,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_fixed,shy_voter,0.015689628000018274
0.5,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_fixed,shy_voter,2.0764563460002137
1.0,0,mrp_rr_poststrat,mean_overall_l1,500,1,shy_fixed,shy_voter,0.08535496639609343
1.0,1,neural_rr_mrp,mean_overall_l1,500,2,shy_fixed,shy_voter,0.09097774136189389
1.0,0,raw_reported_distribution,mean_overall_l1,500,3,shy_fixed,shy_voter,0.14160000000000006
1.0,0,baseline_rr_debias,mean_overall_l1,500,4,shy_fixed,shy_voter,0.14607440964863844
1.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,5,shy_fixed,shy_voter,0.2130959085720113
1.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,6,shy_fixed,shy_voter,0.2291883236015496
1.0,0,raw_reported_distribution,mean_weighted_region_l1,500,1,shy_fixed,shy_voter,0.35994406869925477
1.0,0,mrp_rr_poststrat,mean_weighted_region_l1,500,2,shy_fixed,shy_voter,0.36338729364275935
1.0,1,neural_rr_mrp,mean_weighted_region_l1,500,3,shy_fixed,shy_voter,0.375915276687402
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,4,shy_fixed,shy_voter,0.42204545682824396
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,5,shy_fixed,shy_voter,0.428078200925462
1.0,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_fixed,shy_voter,0.6098253520510488
1.0,0,mrp_rr_poststrat,mean_weighted_age_l1,500,1,shy_fixed,shy_voter,0.2642471414923668
1.0,1,neural_rr_mrp,mean_weighted_age_l1,500,2,shy_fixed,shy_voter,0.2855276132363154
1.0,0,raw_reported_distribution,mean_weighted_age_l1,500,3,shy_fixed,shy_voter,0.3290889254894812
1.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,4,shy_fixed,shy_voter,0.33105350109653264
1.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,5,shy_fixed,shy_voter,0.3410175586104672
1.0,0,baseline_rr_debias,mean_weighted_age_l1,500,6,shy_fixed,shy_voter,0.6866306144785789
1.0,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_fixed,shy_voter,0.0003434370000832132
1.0,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_fixed,shy_voter,0.0010762490001070546
1.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,3,shy_fixed,shy_voter,0.0036634339999181975
1.0,1,neural_rr_mrp,mean_runtime_sec,500,4,shy_fixed,shy_voter,0.015688024999690242
1.0,0,mrp_rr_poststrat,mean_runtime_sec,500,5,shy_fixed,shy_voter,0.06671916699997382
1.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_fixed,shy_voter,2.5009954020001715
2.0,0,raw_reported_distribution,mean_overall_l1,500,1,shy_fixed,shy_voter,0.057600000000000026
2.0,1,neural_rr_mrp,mean_overall_l1,500,2,shy_fixed,shy_voter,0.07964426615933982
2.0,0,mrp_rr_poststrat,mean_overall_l1,500,3,shy_fixed,shy_voter,0.09824879067242147
2.0,0,baseline_rr_debias,mean_overall_l1,500,4,shy_fixed,shy_voter,0.18169975987962553
2.0,0,mrp_misreport_rr_poststrat,mean_overall_l1,500,5,shy_fixed,shy_voter,0.2023281503515734
2.0,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,500,6,shy_fixed,shy_voter,0.2204827988123843
2.0,0,raw_reported_distribution,mean_weighted_region_l1,500,1,shy_fixed,shy_voter,0.33482719327873006
2.0,1,neural_rr_mrp,mean_weighted_region_l1,500,2,shy_fixed,shy_voter,0.3712678462202898
2.0,0,mrp_rr_poststrat,mean_weighted_region_l1,500,3,shy_fixed,shy_voter,0.37878087347447875
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,500,4,shy_fixed,shy_voter,0.41725286332960787
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,500,5,shy_fixed,shy_voter,0.4244423044228497
2.0,0,baseline_rr_debias,mean_weighted_region_l1,500,6,shy_fixed,shy_voter,0.43672647345971055
2.0,0,raw_reported_distribution,mean_weighted_age_l1,500,1,shy_fixed,shy_voter,0.15456212739924072
2.0,1,neural_rr_mrp,mean_weighted_age_l1,500,2,shy_fixed,shy_voter,0.2581396711490343
2.0,0,baseline_rr_debias,mean_weighted_age_l1,500,3,shy_fixed,shy_voter,0.27324248984164473
2.0,0,mrp_rr_poststrat,mean_weighted_age_l1,500,4,shy_fixed,shy_voter,0.2739009299784899
2.0,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,500,5,shy_fixed,shy_voter,0.3246932207995105
2.0,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,500,6,shy_fixed,shy_voter,0.33621573458307713
2.0,0,raw_reported_distribution,mean_runtime_sec,500,1,shy_fixed,shy_voter,0.00033693500017761835
2.0,0,baseline_rr_debias,mean_runtime_sec,500,2,shy_fixed,shy_voter,0.0010319519997210591
2.0,0,mrp_rr_poststrat,mean_runtime_sec,500,3,shy_fixed,shy_voter,0.002432990999750473
2.0,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,500,4,shy_fixed,shy_voter,0.0032801140000628948
2.0,1,neural_rr_mrp,mean_runtime_sec,500,5,shy_fixed,shy_voter,0.0118338379998022
2.0,0,mrp_misreport_rr_poststrat,mean_runtime_sec,500,6,shy_fixed,shy_voter,1.1073091560001558
0.2,1,neural_rr_mrp,mean_overall_l1,1000,1,shy_fixed,shy_voter,0.2052259619784981
0.2,0,raw_reported_distribution,mean_overall_l1,1000,2,shy_fixed,shy_voter,0.20560000000000006
0.2,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,3,shy_fixed,shy_voter,0.2137631367951935
0.2,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,4,shy_fixed,shy_voter,0.23138495242379473
0.2,0,mrp_rr_poststrat,mean_overall_l1,1000,5,shy_fixed,shy_voter,0.2733154449284077
0.2,0,baseline_rr_debias,mean_overall_l1,1000,6,shy_fixed,shy_voter,0.8004000000000001
0.2,0,raw_reported_distribution,mean_weighted_region_l1,1000,1,shy_fixed,shy_voter,0.4108363792388737
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_region_l1,1000,2,shy_fixed,shy_voter,0.42235351745472827
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_region_l1,1000,3,shy_fixed,shy_voter,0.42906228206335134
0.2,0,mrp_rr_poststrat,mean_weighted_region_l1,1000,4,shy_fixed,shy_voter,0.43071098138689995
0.2,1,neural_rr_mrp,mean_weighted_region_l1,1000,5,shy_fixed,shy_voter,0.44244139228234025
0.2,0,baseline_rr_debias,mean_weighted_region_l1,1000,6,shy_fixed,shy_voter,1.0771854729671881
0.2,0,raw_reported_distribution,mean_weighted_age_l1,1000,1,shy_fixed,shy_voter,0.31752748171463274
0.2,0,mrp_misreport_rr_poststrat,mean_weighted_age_l1,1000,2,shy_fixed,shy_voter,0.33156092984988583
0.2,1,neural_rr_mrp,mean_weighted_age_l1,1000,3,shy_fixed,shy_voter,0.34211081340297195
0.2,0,mrp_learned_misreport_rr_poststrat,mean_weighted_age_l1,1000,4,shy_fixed,shy_voter,0.3421746912387521
0.2,0,mrp_rr_poststrat,mean_weighted_age_l1,1000,5,shy_fixed,shy_voter,0.34651833658218384
0.2,0,baseline_rr_debias,mean_weighted_age_l1,1000,6,shy_fixed,shy_voter,1.2509068894582676
0.2,0,raw_reported_distribution,mean_runtime_sec,1000,1,shy_fixed,shy_voter,0.00044112899968240527
0.2,0,baseline_rr_debias,mean_runtime_sec,1000,2,shy_fixed,shy_voter,0.0013170920001357445
0.2,0,mrp_rr_poststrat,mean_runtime_sec,1000,3,shy_fixed,shy_voter,0.0025910980002663564
0.2,0,mrp_learned_misreport_rr_poststrat,mean_runtime_sec,1000,4,shy_fixed,shy_voter,0.003389796000192291
0.2,1,neural_rr_mrp,mean_runtime_sec,1000,5,shy_fixed,shy_voter,0.014473057000031986
0.2,0,mrp_misreport_rr_poststrat,mean_runtime_sec,1000,6,shy_fixed,shy_voter,0.6379748750000545
0.5,0,mrp_rr_poststrat,mean_overall_l1,1000,1,shy_fixed,shy_voter,0.12211696326136591
0.5,0,raw_reported_distribution,mean_overall_l1,1000,2,shy_fixed,shy_voter,0.17559999999999998
0.5,1,neural_rr_mrp,mean_overall_l1,1000,3,shy_fixed,shy_voter,0.19762352332073854
0.5,0,mrp_misreport_rr_poststrat,mean_overall_l1,1000,4,shy_fixed,shy_voter,0.21359725512705327
0.5,0,mrp_learned_misreport_rr_poststrat,mean_overall_l1,1000,5,shy_fixed,shy_voter,0.23102522704505274
0.5,0,baseline_rr_debias,mean_overall_l1,1000,6,shy_fixed,shy_voter,0.2391045857775757
